Incident Number,Reported Date,Reported Time,Location,Category,Subcategory,Incident Summary
2020-002930,12/13/2020,2:18:00 AM,PASSY RESIDENCE,Fire Alarm,Malicious Activation,Security and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be the malicious activation of a pull station.
2020-002931,12/13/2020,11:12:00 PM,SCHULICH SCHOOL OF BUSINESS,Smoking Complaint,Subject Not Identified,Security responded to a smoking complaint. Four unknown males were observed as they exited a stairwell and left the building. Descriptions of the males were obtained.
2020-002932,12/13/2020,11:59:00 PM,PARKING LOT - SENTINEL ROAD,Disorderly Behaviour,Intoxicated Person,"Security responded to a report of an individual laying on the ground in the parking lot. The individual, identified as a community member was intoxicated. Medical care was declined and the individual was escorted to their on campus residence."
2020-002934,12/14/2020,9:09:00 AM,EXECUTIVE LEARNING CENTRE,"Theft, Under $5000",University Property,Security and Toronto Police responded to investigate a report of a computer theft from a basement level office. Evidence of forced entry was observed.
2020-002935,12/14/2020,11:24:00 AM,PHYSICAL RESOURCES BUILDING,"Theft, Under $5000",University Property,Complainant reported the theft of scrap metal from an exterior Facilities department storage area. Descriptions of two suspects and a vehicle were obtained.
2020-002936,12/14/2020,3:04:00 PM,VANIER COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure emergency exit door. The lock had been tampered with and was secured.
2020-002937,12/14/2020,3:28:00 PM,90 ATKINSON ROAD RESIDENCE,Information,Health & Safety Concern,Security responded to a report of personal items being thrown out of a fourth floor apartment window. The tenant was cautioned.
2020-002938,12/14/2020,6:09:00 PM,STONG COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2020-002941,12/14/2020,10:01:00 PM,320 ASSINIBOINE ROAD RESIDENCE,Emergency Medical,Injury,Security and EMS responded to a report of a community member with a knee injury. EMS transported the individual to hospital for further medical care.
2020-002942,12/15/2020,2:35:00 AM,340 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source not Located,"Security responded to a noise complaint. Upon arrival, all was quiet and appeared to be in order."
2020-002943,12/15/2020,7:56:00 AM,LESLIE FROST LIBRARY,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2020-002946,12/15/2020,10:50:00 AM,YORK LANES RETAIL,Suspicious Persons,Subject not Identified,Security and Toronto Police responded to a report of an unknown male inside a first floor female washroom. A description of the suspect was obtained. The complainant was provided with information on community resources and other campus services.
2020-002944,12/15/2020,10:53:00 AM,WINTERS COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with. The door could not be secured and the Work Control Centre was notified.
2020-002945,12/15/2020,11:18:00 AM,YORK LANES RETAIL,"Disturbance, Causing",Loitering,A Security patrol encountered a non- community member asleep inside the west entrance vestibule. The individual was identified and directed to leave the building.
2020-002947,12/15/2020,12:45:00 PM,YORK LANES RETAIL,Emergency Medical,Slip\Trip\Fall,A community member reported an injury. EMS was declined and the individual attended the on-campus medical centre.
2020-002949,12/15/2020,4:31:00 PM,FOUNDERS RESIDENCE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The door had been tampered with and was secured.
2020-002950,12/15/2020,6:05:00 PM,PASSY RESIDENCE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The door had been tampered with and was secured.
2020-002952,12/15/2020,7:42:00 PM,PASSY RESIDENCE,Fire Alarm,Malicious Activation,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be the malicious activation of a pull station."
2020-002954,12/16/2020,4:04:00 AM,WILLIAM SMALL CENTRE,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male asleep in the Tim Horton's seating area. The male was identified as a previously trespassed non-community member and escorted off campus.
2020-002957,12/16/2020,3:55:00 PM,VICTOR PHILLIP DAHDALEH BUILDING,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure emergency exit door to a first floor office area. The lock had been tampered with and was secured.
2020-002956,12/16/2020,4:32:00 PM,VANIER COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure emergency exit courtyard door. The lock had been tampered with and was secured.
2020-002961,12/17/2020,2:16:00 AM,VARI HALL,"Disturbance, Causing",Loitering,"Security responded to a report of an unknown male loitering inside a first floor washroom. Upon arrival, the male appeared to be smoking inside the washroom. He refused to provide identification and was escorted off campus."
2020-002959,12/17/2020,2:18:00 AM,360 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,"Security responded to a noise complaint. The source of the noise was determined to be a large gathering of individuals inside and apartment. The leaseholder was identified, cautioned regarding Toronto Public Health guidelines and requested to lower the noise level."
2020-002960,12/17/2020,4:19:00 AM,WILLIAM SMALL CENTRE,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male loitering inside a first floor washroom. The male was identified as a previously trespassed non-community member and escorted off campus.
2020-002963,12/17/2020,11:19:00 AM,GLENDON COLLEGE - CENTRE OF EXCELLENCE,Information,Health & Safety Concern,Security responded to a report of several contractor staff who failed to abide by Toronto Public Health by-laws for wearing masks while indoors in public spaces. The supervisor was cautioned.
2020-002965,12/17/2020,11:42:00 AM,YORK LANES RETAIL,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male consuming alcohol in the mall. The male was identified as a previously trespassed non-community member and directed to leave campus.
2020-002967,12/17/2020,10:50:00 PM,STEACIE SCIENCE AND ENGINEERING BLDG,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male asleep on the first floor. The male was identified as a previously trespassed non-community member and directed to leave campus.
2020-002968,12/18/2020,1:02:00 AM,KEELE CAMPUS RESIDENCE,Emergency Medical,Sudden Illness,"Security, Residence Life staff and EMS responded to a report of a community member experiencing a sudden Inness after using cannabis. EMS transported the individual to hospital for further medical care."
2020-002969,12/18/2020,3:41:00 AM,320 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,"Security responded to a noise complaint. The source of the noise was determined to be a loud gathering of individuals inside an apartment. The leaseholder was identified, cautioned regarding Toronto Public Health by-laws on social distancing and requested to lower the noise level."
2020-002970,12/18/2020,10:12:00 AM,YORK LANES OFFICES,"Disturbance, Causing",Loitering,A Security patrol encountered a non- community member asleep in the ground floor lobby. The individual was identified and directed to leave the building.
2020-002972,12/18/2020,9:03:00 PM,PASSY RESIDENCE,Noise Complaint,Source not Located,"Security responded to a noise complaint. Upon arrival, all was quiet and appeared to be in order."
2020-002971,12/18/2020,11:41:00 PM,TATHAM HALL RESIDENCE,Disorderly Behaviour,Unauthorized Activities,A Security patrol encountered a resident attempted to permit an unknown individual access to the building thorough an emergency exit door. The resident was identified and Residence Life staff notified. The unknown person was escorted out of the residence.
2020-002973,12/19/2020,1:22:00 AM,PASSY RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002974,12/19/2020,10:53:00 AM,320 ASSINIBOINE ROAD RESIDENCE,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male asleep in a stairwell. The male was identified as a non-community member and escorted out of the building.
2020-002976,12/19/2020,12:14:00 PM,ROSS BUILDING - NORTH TOWER,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure emergency exit door. The lock had been tampered with and was secured.
2020-002981,12/20/2020,12:18:00 AM,320 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source not Located,"Security responded to a noise complaint. Upon arrival, all was quiet and appeared to be in order."
2020-002982,12/20/2020,12:54:00 AM,320 ASSINIBOINE ROAD RESIDENCE,"Disturbance, Causing",Loitering,A Security patrol encountered an unknown male asleep in a stairwell. The male was identified as a non-community member. He agreed to alternate housing and was transported to a nearby shelter.
