Incident Number,Reported Date,Reported Time,Location,Category,Subcategory,Incident Summary
2021-002971,12/14/2021,12:51:00 AM,LASSONDE BUILDING,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering inside a lecture hall. The individual was identified and directed to leave the building.
2021-002972,12/14/2021,5:05:00 AM,KEELE CAMPUS RESIDENCE,Emergency Medical,Sudden Illness,"Security, Residence Life staff, Toronto Fire and EMS responded to a report of a community member experiencing a sudden illness. EMS transported the individual to hospital for further medical care."
2021-002976,12/14/2021,5:08:00 PM,WILLIAM SMALL CENTRE,"Mischief, Under $5000",University Property,A Security patrol discovered deliberate damage to an emergency messaging screen located on the ground floor. The Security Technology Department was notified.
2021-002977,12/14/2021,8:59:00 PM,GLENDON COLLEGE - CENTRE OF EXCELLENCE,Emergency Medical,Slip\Trip\Fall,Security and EMS responded to a report that a community member fell and sustained an ankle injury. EMS transported the individual to hospital for further medical care.
2021-002979,12/14/2021,10:29:00 PM,VANIER COLLEGE,Smoking Complaint,Caution Issued,A Security patrol encountered two individuals smoking inside a first-floor classroom. The individuals were cautioned and requested to smoke outdoors.
2021-002978,12/14/2021,11:21:00 PM,IGNAT KANEFF BUILDING (OSGOODE HALL LAW SCHOOL),Smoking Complaint,Subject Not Identified,A community member reported several individuals smoking inside the Moot Court. Custodial Services were on site for clean- up.
2021-002980,12/14/2021,11:49:00 PM,GLENDON COLLEGE - HILLIARD RESIDENCE,Noise Complaint,Source not Located,"Security and Residence Life Staff responded to a noise complaint. Upon arrival, all was quiet and appeared to be in order."
2021-002981,12/15/2021,1:24:00 AM,PARKING GARAGE - YORK LANES (PS1),Disorderly Behaviour,Unauthorized Activities,Security responded to a report of unknown individuals loitering near the parking garage kiosk. The group was cautioned and directed to leave the area.
2021-002982,12/15/2021,2:00:00 AM,PASSY RESIDENCE,Noise Complaint,Source not Located,"Security responded to a noise complaint. Upon arrival, all was quiet and appeared to be in order."
2021-002983,12/15/2021,2:14:00 AM,FOUNDERS RESIDENCE,Emergency Medical,Injury,Security responded to a report of a community member with a wrist injury. First aid was provided on scene. Further medical care was declined.
2021-002984,12/15/2021,4:26:00 AM,380 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and complied with a request to lower the noise level.
2021-002989,12/15/2021,5:00:00 PM,STEACIE SCIENCE AND ENGINEERING BLDG,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti on a generator located outside the building. The Work Control Centre was notified.
2021-002992,12/15/2021,5:32:00 PM,KEELE CAMPUS RESIDENCE,Emergency Medical,Sudden Illness,"Security, Residence Life staff and EMS responded to a report of a community member experiencing a sudden illness. EMS assessed the individual on scene. Further medical care was declined."
2021-002990,12/15/2021,6:05:00 PM,CHEMISTRY BUILDING,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti on a blue light emergency phone. The Work Control Centre was notified.
2021-002993,12/15/2021,9:24:00 PM,IGNAT KANEFF BUILDING (OSGOODE HALL LAW SCHOOL),Smoking Complaint,Caution Issued,A Security patrol encountered a group of individuals smoking inside the Moot Court. The individuals were cautioned and directed to leave the building.
2021-002995,12/16/2021,7:31:00 AM,ATKINSON COLLEGE,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male asleep inside a first-floor room. The individual left the area prior to Security's arrival.
2021-002996,12/16/2021,10:36:00 AM,YORK LANES RETAIL,Suspicious Persons,Subject Identified,Security responded to a report that an unknown male attended an office area and acted in a concerning manner. The individual left the area prior to Security's arrival. A description was obtained.
2021-002994,12/16/2021,10:49:00 AM,VARI HALL,"Disturbance, Causing",Loitering,A Security patrol encountered a non- community member asleep inside a second-floor classroom. The individual was identified and directed to leave the building.
2021-002999,12/16/2021,3:19:00 PM,PARKING LOT - LUMBERS RESERVED,Damage,University Property,A Security patrol discovered damaged university signage in the parking lot. The cause of the damage was not determined.
2021-003002,12/16/2021,5:46:00 PM,YORK LANES RETAIL,"Disturbance, Causing",Loitering,A Security patrol encountered a known non-community member loitering in York Lanes. The individual was identified and directed to leave the building.
2021-003005,12/16/2021,8:19:00 PM,NORMAN BETHUNE COLLEGE,"Disturbance, Causing",Loitering,"A Security patrol encountered an unknown male asleep in a second-floor hallway.
The individual declined offers of assistance and was directed to leave the building."
2021-003007,12/17/2021,9:11:00 AM,CURTIS LECTURE HALLS,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male asleep inside a lecture hall. The individual was cautioned and directed to leave the building.
2021-003006,12/17/2021,9:17:00 AM,VICTOR PHILLIP DAHDALEH BUILDING,"Disturbance, Causing",Loitering,A Security patrol encountered an unknown male loitering on the second floor. The individual declined offers of assistance and was directed to leave the building.
2021-003008,12/17/2021,11:14:00 AM,YORK LANES RETAIL,"Disturbance, Causing",Loitering,A Security patrol encountered an unknown male loitering on the second floor. The individual declined offers of assistance and left the building.
2021-003010,12/17/2021,5:22:00 PM,PODIUM,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti on several exterior walls. The Work Control Centre was notified.
2021-003012,12/17/2021,9:46:00 PM,PARKING LOT - SHERMAN HEALTH SCIENCE RESEARCH CENTRE,Motor Vehicle Incident,Collision \No Injuries,A Security patrol vehicle was involved in a single-vehicle collision. No injuries were reported. Minor damage was sustained to the rear bumper.
2021-003015,12/18/2021,3:30:00 AM,HOOVER HOUSE,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti on an exterior wall at the Hoover House. The Work Control Centre was notified.
2021-003020,12/18/2021,10:05:00 AM,PASSY RESIDENCE,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti inside a stairwell. Housing Services was notified.
2021-003017,12/18/2021,10:07:00 AM,PASSY RESIDENCE,Harassment,General,Security and Toronto Police responded to a report from a resident of ongoing harassment by another resident. Police spoke to the involved parties and cautioned them to refrain from further contact.
2021-003018,12/18/2021,11:20:00 AM,KEELE CAMPUS RESIDENCE,Emergency Medical,Sudden Illness,"Security, Residence Life staff and EMS responded to a report of a community member experiencing chest pain. EMS transported the individual to hospital for further medical care."
2021-003021,12/18/2021,3:16:00 PM,TATHAM HALL RESIDENCE,Disorderly Behaviour,Unauthorized Activities,"Security responded to a report that an unknown male entered the residence and refused to leave when directed by Residence Life staff. Upon arrival, the male acted in a belligerent manner towards the responding Security Officials and Residence Life staff. He was cautioned and left campus without further incident."
2021-003022,12/18/2021,8:20:00 PM,STONG COLLEGE,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male asleep inside a common room. The individual was identified as a previously trespassed non-community member and directed to leave the building.
2021-003023,12/19/2021,1:43:00 AM,NORMAN BETHUNE RESIDENCE,Disorderly Behaviour,Unauthorized Activities,Security responded to a report that a resident and a guest entered the building through an emergency exit door in contravention of residence guest policies. The resident was cautioned and the guest directed to leave the building. Residence Life staff was notified.
2021-003024,12/19/2021,1:43:00 AM,PASSY RESIDENCE,Noise Complaint,Source not Located,"Security responded to a noise complaint. Upon arrival, all was quiet and appeared to be in order."
2021-003027,12/19/2021,7:33:00 AM,YORK LANES RETAIL,"Disturbance, Causing",Common Nuisance,Security responded to a report of an unknown male causing a disturbance in the mall. The individual was observed punching a vending machine. No damage was observed. He was cautioned and escorted off campus.
2021-003028,12/19/2021,9:14:00 AM,WILLIAM SMALL CENTRE,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member in the building. The individual was identified and escorted off campus.
2021-003029,12/19/2021,3:22:00 PM,KEELE CAMPUS RESIDENCE,Harassment,General,Security responded to a report from a community member regarding ongoing harassment by another community member. Toronto Police was notified and attended to investigate.
2021-003033,12/20/2021,8:58:00 PM,WILLIAM SMALL CENTRE,"Disturbance, Causing",Common Nuisance,Security responded to a report of an unknown male causing a disturbance in the building. The individual declined offers of assistance and was escorted off campus.
2021-003034,12/20/2021,11:03:00 PM,ACCOLADE WEST,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male asleep inside a second- floor washroom. The individual was cautioned and escorted off campus.
2021-003035,12/21/2021,1:45:00 AM,ROSS BUILDING - SOUTH TOWER,"Disturbance, Causing",Loitering,A Security patrol encountered a community member asleep in an eighth-floor hallway. The individual declined offers of assistance and left the building.
