Incident Number,Reported Date,Reported Time,Location,Category,Subcategory,Incident Summary
2019-002786,10/20/2019,4:50:00 AM,WINTERS RESIDENCE,Emergency Medical,Sudden Illness,"Security, Residence Life and EMS responded to a report that a community member became ill after consuming an excessive quantity of alcohol. EMS transported the individual to hospital for further medical care."
2019-002787,10/20/2019,11:07:00 AM,COLONNADE,"Mischief, Under $5000",University Property,Security responded to a report of sticker graffiti posted throughout the north Colonnade. The Work Control Centre was notified.
2019-002788,10/20/2019,9:09:00 PM,SECOND STUDENT CENTRE,Emergency Medical,Existing Medical Condition,Security and EMS responded to a report that a community member experienced a seizure. EMS transported the individual to hospital for further medical care.
2019-002794,10/21/2019,7:39:00 AM,CENTRAL SQUARE,Assault,Common,Security responded to a report of a dispute between two individuals in the west bearpit. A community member reported being assaulted by a non-community member known to them. No injuries were reported. Medical care and police assistance were declined.
2019-002789,10/21/2019,10:31:00 AM,HARRY ARTHURS COMMON,Damage,University Property,Security responded to a report of damage to the fountain located on the Harry Arthurs Common. The cause of the damage was not determined.
2019-002790,10/21/2019,11:00:00 AM,POND ROAD and SENTINEL RD,Emergency Medical,Existing Medical Condition,Security and EMS responded to a report of an individual experiencing a seizure. The individual was identified as a community member. EMS transported the individual to hospital for further medical care.
2019-002791,10/21/2019,11:05:00 AM,CENTRAL SQUARE,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male consuming alcohol in the building. The male was identified as a previously trespassed non-community member and was escorted off campus.
2019-002792,10/21/2019,12:47:00 PM,VARI HALL,"Theft, Under $5000",Private Property,Complainant reported the theft of a backpack left unattended inside a lecture hall.
2019-002793,10/21/2019,1:19:00 PM,ATKINSON COLLEGE,"Disturbance, Causing",Loitering,A community member reported a known non-community member was loitering in the building several days prior.
2019-002795,10/21/2019,2:58:00 PM,CHEMISTRY BUILDING,"Theft, Under $5000",Private Property,Complainant reported the theft of a bicycle that was secured to the bike rack outside the Chemistry Building.
2019-002796,10/21/2019,4:18:00 PM,KEELE CAMPUS RESIDENCE,Domestic Dispute,Community Member,Security and Residence Life staff responded to a report that two community members were involved in dispute. No injuries were reported. They were provided with information on community resources and other campus services.
2019-002797,10/21/2019,6:12:00 PM,TAIT MCKENZIE BLDG,Suspicious Persons,Subject Identified,Security responded to a report of an unknown male acting in a suspicious manner outside the building. The male was identified as a non-community member. No further action was required.
2019-002799,10/21/2019,6:47:00 PM,LIFE SCIENCES BUILDING,Trespass to Property Act,Non-Community Member,Security responded to a report of an unauthorized event taking place in the building. Event organizers were identified as non-community members and were trespassed from campus.
2019-002802,10/21/2019,10:07:00 PM,STONG COLLEGE,Fire Alarm,Cooking Related,"Security, York Fire Prevention, Toronto Police and Toronto Fire responded to a report of the smoke in the building. The fire alarm was activated and the building evacuated. The cause of smoke was determined to be an exhaust system malfunction in the cafeteria kitchen. Toronto Fire determined all was in order and the building returned to normal operations."
2019-002801,10/21/2019,10:29:00 PM,NORMAN BETHUNE COLLEGE,"Mischief, Under $5000",University Property,Security responded to a report that unknown persons set fire to a university sign located on the north exterior wall. The Work Control Centre was notified.
2019-002803,10/21/2019,10:40:00 PM,340 ASSINIBOINE ROAD RESIDENCE,Smoking Complaint,Subject Not Identified,Security responded to a smoking complaint on the seventh floor. The source of the smoke was not determined.
2019-002809,10/22/2019,7:38:00 AM,CENTRAL SQUARE,Information,Health & Safety Concern,Security and members of the community outreach program responded to check on the well-being of two individuals found asleep in the west bearpit. A community member and a non-community member were identified and were provided with information on community resources and campus services.
2019-002804,10/22/2019,8:40:00 AM,VARI HALL,"Mischief, Under $5000",University Property,Security responded to a report that a fire extinguisher had been discharged without cause inside a stairwell. The Work Control Centre was notified.
2019-002805,10/22/2019,8:49:00 AM,PETRIE SCIENCE and ENGINEERING,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male asleep in a fourth floor hallway. The male refused to provide identification and was escorted off campus.
2019-002807,10/22/2019,10:36:00 AM,SCOTT LIBRARY,"Theft, Under $5000",Private Property,Complainant reported the theft of a laptop computer left unattended on the third floor.
2019-002808,10/22/2019,11:27:00 AM,TAIT MCKENZIE BLDG,"Theft, Under $5000",Private Property,"Complainant reported the theft of a cellular phone, wallet and university keys from an insecure office. A description of a suspect was obtained."
2019-002810,10/22/2019,2:10:00 PM,VICTOR PHILLIP DAHDALEH BUILDING,Fraud,Cash\Currency,A community member reported an unknown male soliciting without authorization for an unknown charity. A description of the suspect was obtained.
2019-002811,10/22/2019,3:09:00 PM,FIRST STUDENT CENTRE,"Disturbance, Causing",Panhandling,Security responded to a report of an unknown female panhandling in the building. The female was identified as a non- community member and was escorted off campus.
2019-002812,10/22/2019,4:16:00 PM,PARKING GARAGE - ARBORETUM LANE (PS2),"Mischief, Under $5000",University Property,Complainant reported a damaged parking gate arm. Parking Services was notified.
2019-002813,10/22/2019,4:21:00 PM,CENTRE FOR FILM and THEATRE,Information,Health & Safety Concern,Security and Toronto Police responded to check on the well-being of a community member who was reported to be in distress. The community member was not located. Police advised they would attend and follow up at the individuals off campus residence.
2019-002814,10/22/2019,6:31:00 PM,PARKING GARAGE - ARBORETUM LANE (PS2),Fraud,Parking Related,Complainant reported a vehicle tailgated behind another vehicle and exited the parking garage without making payment for parking. A licence plate number was obtained. Parking Enforcement was notified.
2019-002815,10/22/2019,6:52:00 PM,ARCHIVES BUILDING,Fire Alarm,Malfunction,Security and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be a malfunction
2019-002816,10/22/2019,10:13:00 PM,KEELE CAMPUS RESIDENCE,Assault,Common,A resident reported being assaulted in an elevator by an unknown male. No injuries were reported. The male was later identified as a fellow resident.
2019-002818,10/22/2019,10:33:00 PM,KEELE CAMPUS RESIDENCE,Mental Health Act,Community Member,Security and Toronto Police responded to a report of a community member in distress. The community member was taken into custody by police and transported to hospital for further medical care. Residence Life staff was notified.
2019-002819,10/23/2019,12:33:00 AM,VANIER COLLEGE,Smoking Complaint,Caution Issued,A Security patrol encountered a non- community member smoking inside a first floor classroom. The individual was identified and directed to leave campus.
2019-002822,10/23/2019,2:04:00 AM,PASSY RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from an apartment. The occupant was requested to lower the noise level.
2019-002821,10/23/2019,2:40:00 AM,GLENDON COLLEGE - YORK HALL,Suspicious Persons,Subject Identified,Security responded to a report of an individual asleep inside a third floor classroom. The individual was identified as a non-community member and was directed to leave the building.
2019-002823,10/23/2019,3:15:00 AM,320 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from an apartment. The occupant was requested to lower the noise level.
2019-002824,10/23/2019,4:10:00 AM,SCHULICH SCHOOL OF BUSINESS,Trespass to Property Act,Non-Community Member,Security responded to a report that an unknown male was asleep inside a basement level lounge. The male was identified as a previously trespassed non- community member and was escorted off campus.
2019-002825,10/23/2019,8:20:00 AM,ROSS BUILDING - SOUTH TOWER,"Mischief, Under $5000",University Property,Security responded to a report of a smashed pane of glass inside a first floor restaurant. The Work Control Centre was notified.
2019-002827,10/23/2019,11:13:00 AM,VANIER RESIDENCE,Emergency Medical,Slip\Trip\Fall,Security and EMS responded to a report that a community member fell in the residence lobby and sustained a knee injury. EMS transported the individual to hospital for further medical care.
2019-002828,10/23/2019,12:31:00 PM,ROSS BUILDING - NORTH TOWER,"Mischief, Under $5000",University Property,Security responded to a report of graffiti written on a poster on display in a fourth floor hallway. The poster was removed.
2019-002830,10/23/2019,1:21:00 PM,GLENDON COLLEGE - YORK HALL,Emergency Medical,Existing Medical Condition,Security and EMS responded to a report that a community member lost consciousness outside the dining hall. EMS transported the individual to hospital for further medical care.
2019-002831,10/23/2019,1:58:00 PM,GLENDON COLLEGE - YORK HALL,Emergency Medical,Existing Medical Condition,Security and EMS responded to a report of a visitor experiencing chest pain. EMS transported the individual to hospital for further medical care.
